blank_path,annotated_path,species,confidence,bbox,time,model,camera,detection_conf,cropped,cropped_path
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/04022025-122148-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_04_12_21_48_WCAM07_none.JPG,none,none,none,2025_02_04_12_21_48,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/19022025-233023-WCAM07.JPG,none,Bilby,0.9999794960021973,"[[258.924560546875, 872.5910034179688, 389.118896484375, 985.1124877929688]]",2025_02_19_23_30_23,night,WCAM07,0.8905961513519287,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Bilby/WCAM07_2025_02_19_23_30_23_Bilby_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/01032025-124625-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_12_46_25_WCAM07_none.JPG,none,none,none,2025_03_01_12_46_25,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/18022025-233236-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_18_23_32_36_WCAM07_none.JPG,none,none,none,2025_02_18_23_32_36,night,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/01032025-124628-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_12_46_28_WCAM07_none.JPG,none,none,none,2025_03_01_12_46_28,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/18022025-233204-WCAM07.JPG,none,Bilby,0.9305123686790466,"[[0.45771485567092896, 867.8988647460938, 267.895263671875, 992.4738159179688]]",2025_02_18_23_32_04,night,WCAM07,0.9320932626724243,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/low_confidence/Bilby/WCAM07_2025_02_18_23_32_04_Bilby_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/01032025-124626-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_12_46_26_WCAM07_none.JPG,none,none,none,2025_03_01_12_46_26,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/18022025-233235-WCAM07.JPG,none,Bilby,0.9620471000671387,"[[1750.3740234375, 888.2472534179688, 2047.613525390625, 1043.278564453125]]",2025_02_18_23_32_35,night,WCAM07,0.924257755279541,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Bilby/WCAM07_2025_02_18_23_32_35_Bilby_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/01032025-124629-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_12_46_29_WCAM07_none.JPG,none,none,none,2025_03_01_12_46_29,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/01032025-124627-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_12_46_27_WCAM07_none.JPG,none,none,none,2025_03_01_12_46_27,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/19022025-233024-WCAM07.JPG,none,Bilby,0.9999998807907104,"[[441.0497131347656, 882.0364379882812, 588.4361572265625, 1005.4356689453125]]",2025_02_19_23_30_24,night,WCAM07,0.8852865695953369,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Bilby/WCAM07_2025_02_19_23_30_24_Bilby_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/04022025-122147-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_04_12_21_47_WCAM07_none.JPG,none,none,none,2025_02_04_12_21_47,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/18022025-233206-WCAM07.JPG,none,Bilby,0.999897837638855,"[[532.8324584960938, 876.9783325195312, 746.3908081054688, 988.6533203125]]",2025_02_18_23_32_06,night,WCAM07,0.9245277047157288,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Bilby/WCAM07_2025_02_18_23_32_06_Bilby_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/18022025-233205-WCAM07.JPG,none,Bilby,0.9960482716560364,"[[235.9936065673828, 879.49609375, 522.8810424804688, 992.0206909179688]]",2025_02_18_23_32_05,night,WCAM07,0.9312226176261902,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Bilby/WCAM07_2025_02_18_23_32_05_Bilby_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/19022025-233022-WCAM07.JPG,none,Bilby,0.998540997505188,"[[8.095001220703125, 860.7438354492188, 209.42092895507812, 969.85888671875]]",2025_02_19_23_30_22,night,WCAM07,0.8826789259910583,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Bilby/WCAM07_2025_02_19_23_30_22_Bilby_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/04022025-122146-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_04_12_21_46_WCAM07_none.JPG,none,none,none,2025_02_04_12_21_46,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/18022025-233237-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_18_23_32_37_WCAM07_none.JPG,none,none,none,2025_02_18_23_32_37,night,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/01032025-124714-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_12_47_14_WCAM07_none.JPG,none,none,none,2025_03_01_12_47_14,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM07/100RECNX/01032025-124624-WCAM07.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_12_46_24_WCAM07_none.JPG,none,none,none,2025_03_01_12_46_24,day,WCAM07,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-030936-WCAM15.JPG,none,Kangaroo,0.9999964237213135,"[[1799.0543212890625, 615.34326171875, 2047.9051513671875, 830.6770629882812]]",2025_02_17_03_09_36,night,WCAM15,0.9327288866043091,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_17_03_09_36_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-035528-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_17_03_55_28_WCAM15_none.JPG,none,none,none,2025_02_17_03_55_28,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/20022025-092427-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_20_09_24_27_WCAM15_none.JPG,none,none,none,2025_02_20_09_24_27,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/01032025-090050-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_09_00_50_WCAM15_none.JPG,none,none,none,2025_03_01_09_00_50,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/01032025-090241-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_03_01_09_02_41_WCAM15_none.JPG,none,none,none,2025_03_01_09_02_41,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/19022025-195002-WCAM15.JPG,none,Kangaroo,1.0,"[[781.1517944335938, 162.2463836669922, 1422.4310302734375, 986.1380004882812]]",2025_02_19_19_50_02,night,WCAM15,0.9628394842147827,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_19_19_50_02_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/19022025-022709-WCAM15.JPG,none,Kangaroo,0.9981879591941833,"[[0.34064942598342896, 418.6175842285156, 68.6849365234375, 895.1859741210938]]",2025_02_19_02_27_09,night,WCAM15,0.8324940800666809,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_19_02_27_09_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/07022025-210022-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_07_21_00_22_WCAM15_none.JPG,none,none,none,2025_02_07_21_00_22,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/20022025-033630-WCAM15.JPG,none,Kangaroo,1.0,"[[935.1814575195312, 611.52978515625, 1092.3623046875, 821.8028564453125]]",2025_02_20_03_36_30,night,WCAM15,0.9334070086479187,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_20_03_36_30_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/12022025-082303-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_12_08_23_03_WCAM15_none.JPG,none,none,none,2025_02_12_08_23_03,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/23022025-233939-WCAM15.JPG,none,Kangaroo,0.9999992847442627,"[[1405.1136474609375, 686.4010009765625, 1816.9488525390625, 884.3793334960938]]",2025_02_23_23_39_39,night,WCAM15,0.9508985280990601,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_23_23_39_39_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/23022025-233941-WCAM15.JPG,none,Kangaroo,1.0,"[[1375.3101806640625, 681.9835815429688, 1799.9078369140625, 884.1669921875]]",2025_02_23_23_39_41,night,WCAM15,0.9300550222396851,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_23_23_39_41_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/27022025-235334-WCAM15.JPG,none,Kangaroo,0.9999692440032959,"[[178.6922607421875, 504.4961853027344, 309.34320068359375, 902.1527709960938]]",2025_02_27_23_53_34,night,WCAM15,0.9360283017158508,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_27_23_53_34_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/16022025-053605-WCAM15.JPG,none,Kangaroo,0.9422756433486938,"[[681.1674194335938, 574.6967163085938, 817.048828125, 914.9532470703125]]",2025_02_16_05_36_05,day,WCAM15,0.8869184851646423,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/day/low_confidence/Kangaroo/WCAM15_2025_02_16_05_36_05_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-022008-WCAM15.JPG,none,Dingo,0.999945878982544,"[[795.9793701171875, 702.62646484375, 927.6336059570312, 831.2103881835938]]",2025_02_17_02_20_08,night,WCAM15,0.9038485884666443,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Dingo/WCAM15_2025_02_17_02_20_08_Dingo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-020243-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_17_02_02_43_WCAM15_none.JPG,none,none,none,2025_02_17_02_02_43,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-051728-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_17_05_17_28_WCAM15_none.JPG,none,none,none,2025_02_17_05_17_28,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-020232-WCAM15.JPG,none,Kangaroo,0.9978933930397034,"[[1631.0494384765625, 225.2119140625, 2048.0, 1407.2261962890625]]",2025_02_17_02_02_32,night,WCAM15,0.8588153719902039,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_17_02_02_32_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/20022025-082627-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_20_08_26_27_WCAM15_none.JPG,none,none,none,2025_02_20_08_26_27,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/07022025-201635-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_07_20_16_35_WCAM15_none.JPG,none,none,none,2025_02_07_20_16_35,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/21022025-173040-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_21_17_30_40_WCAM15_none.JPG,none,none,none,2025_02_21_17_30_40,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/10022025-085731-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_10_08_57_31_WCAM15_none.JPG,none,none,none,2025_02_10_08_57_31,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/12022025-095712-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_12_09_57_12_WCAM15_none.JPG,none,none,none,2025_02_12_09_57_12,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-020452-WCAM15.JPG,none,Kangaroo,0.9999998807907104,"[[1057.185791015625, 640.1099853515625, 1146.9569091796875, 763.1340942382812]]",2025_02_17_02_04_52,night,WCAM15,0.849504828453064,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_17_02_04_52_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/25022025-040607-WCAM15.JPG,none,Kangaroo,1.0,"[[1669.2117919921875, 677.1764526367188, 1953.0250244140625, 882.7819213867188]]",2025_02_25_04_06_07,night,WCAM15,0.9388818740844727,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_25_04_06_07_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/19022025-021937-WCAM15.JPG,none,Kangaroo,0.9962561130523682,"[[55.40278244018555, 190.89208984375, 318.109130859375, 965.7119140625]]",2025_02_19_02_19_37,night,WCAM15,0.9514243006706238,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_19_02_19_37_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/06022025-220045-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_06_22_00_45_WCAM15_none.JPG,none,none,none,2025_02_06_22_00_45,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/27022025-235147-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/further_verification/annotated/2025_02_27_23_51_47_WCAM15_animal.JPG,animal,none,"[0.9653, 0.4201, 0.0346, 0.5159]",2025_02_27_23_51_47,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/16022025-220930-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/further_verification/annotated/2025_02_16_22_09_30_WCAM15_animal.JPG,animal,none,"[0.08, 0.4513, 0.0283, 0.0937]",2025_02_16_22_09_30,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/20022025-112655-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_20_11_26_55_WCAM15_none.JPG,none,none,none,2025_02_20_11_26_55,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/20022025-072815-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/further_verification/annotated/2025_02_20_07_28_15_WCAM15_animal.JPG,animal,none,"[0.3774, 0.5666, 0.0595, 0.0694]",2025_02_20_07_28_15,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/18022025-092811-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_18_09_28_11_WCAM15_none.JPG,none,none,none,2025_02_18_09_28_11,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/27022025-100556-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_27_10_05_56_WCAM15_none.JPG,none,none,none,2025_02_27_10_05_56,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/15022025-195640-WCAM15.JPG,none,Kangaroo,0.9999986886978149,"[[617.65966796875, 530.57958984375, 808.4776611328125, 817.01611328125]]",2025_02_15_19_56_40,night,WCAM15,0.9440019130706787,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_15_19_56_40_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-022013-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_17_02_20_13_WCAM15_none.JPG,none,none,none,2025_02_17_02_20_13,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/28022025-080334-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_28_08_03_34_WCAM15_none.JPG,none,none,none,2025_02_28_08_03_34,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/27022025-235332-WCAM15.JPG,none,Kangaroo,1.0,"[[703.6837768554688, 420.3257751464844, 1325.8665771484375, 1402.4808349609375]]",2025_02_27_23_53_32,night,WCAM15,0.9276823997497559,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_27_23_53_32_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/16022025-224011-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_16_22_40_11_WCAM15_none.JPG,none,none,none,2025_02_16_22_40_11,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/25022025-040612-WCAM15.JPG,none,Kangaroo,1.0,"[[1140.4775390625, 654.85546875, 1397.9139404296875, 844.8776245117188]]",2025_02_25_04_06_12,night,WCAM15,0.9514320492744446,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_25_04_06_12_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/19022025-022837-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_19_02_28_37_WCAM15_none.JPG,none,none,none,2025_02_19_02_28_37,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/20022025-112656-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_20_11_26_56_WCAM15_none.JPG,none,none,none,2025_02_20_11_26_56,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/17022025-020221-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_17_02_02_21_WCAM15_none.JPG,none,none,none,2025_02_17_02_02_21,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/19022025-022835-WCAM15.JPG,none,Kangaroo,1.0,"[[342.18994140625, 29.757226943969727, 938.8729858398438, 942.0492553710938]]",2025_02_19_02_28_35,night,WCAM15,0.9597576260566711,YES,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM15_2025_02_19_02_28_35_Kangaroo_0.JPG
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/12022025-161515-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_12_16_15_15_WCAM15_none.JPG,none,none,none,2025_02_12_16_15_15,day,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/19022025-022519-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_19_02_25_19_WCAM15_none.JPG,none,none,none,2025_02_19_02_25_19,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/27022025-235205-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/further_verification/annotated/2025_02_27_23_52_05_WCAM15_animal.JPG,animal,none,"[0.9243, 0.0229, 0.0756, 0.4506]",2025_02_27_23_52_05,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/16022025-224009-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_16_22_40_09_WCAM15_none.JPG,none,none,none,2025_02_16_22_40_09,night,WCAM15,none,NO,none
/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM15/100RECNX/19022025-023541-WCAM15.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/discard/2025_02_19_02_35_41_WCAM15_none.JPG,none,none,none,2025_02_19_02_35_41,night,WCAM15,none,NO,none
