"id","detection_image_path","destination_images","destination_labels","label","cropped_image","classification_dest_image"
"WCAM01_2025-06-26 18:27:07","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-182707-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-182707-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-182707-WCAM01.txt","0 0.6782 0.4333 0.1883 0.3669","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_26_18_27_07_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_26_18_27_07_Kangaroo_0.JPG"
"WCAM01_2025-06-26 19:24:14","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-192414-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-192414-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-192414-WCAM01.txt","0 0.3795 0.4181 0.0825 0.1211","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_26_19_24_14_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_26_19_24_14_Kangaroo_0.JPG"
"WCAM01_2025-06-26 20:40:42","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-204042-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-204042-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-204042-WCAM01.txt","0 0.372 0.4503 0.1002 0.0834","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_26_20_40_42_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_26_20_40_42_Kangaroo_0.JPG"
"WCAM01_2025-06-26 20:40:43","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-204043-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-204043-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-204043-WCAM01.txt","0 0.3707 0.4504 0.1042 0.0837","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_26_20_40_43_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_26_20_40_43_Kangaroo_0.JPG"
"WCAM01_2025-06-26 22:10:44","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-221044-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-221044-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-221044-WCAM01.txt","0 0.5455 0.4491 0.054 0.0999","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_26_22_10_44_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_26_22_10_44_Kangaroo_0.JPG"
"WCAM01_2025-06-26 22:10:45","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-221045-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-221045-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-221045-WCAM01.txt","0 0.4406 0.4473 0.0594 0.1058","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_26_22_10_45_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_26_22_10_45_Kangaroo_0.JPG"
"WCAM01_2025-06-26 22:10:46","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-221046-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-221046-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-221046-WCAM01.txt","0 0.3654 0.426 0.0561 0.0868","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_26_22_10_46_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_26_22_10_46_Kangaroo_0.JPG"
"WCAM01_2025-06-26 23:40:53","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/26062025-234053-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/26062025-234053-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/26062025-234053-WCAM01.txt","2 0.1862 0.4729 0.0557 0.0689","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_06_26_23_40_53_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_06_26_23_40_53_Rabbit_0.JPG"
"WCAM01_2025-06-27 00:08:02","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/27062025-000802-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/27062025-000802-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/27062025-000802-WCAM01.txt","0 0.4283 0.4207 0.0626 0.1037","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_27_00_08_02_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_27_00_08_02_Kangaroo_0.JPG"
"WCAM01_2025-06-27 00:08:03","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/27062025-000803-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/27062025-000803-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/27062025-000803-WCAM01.txt","0 0.218 0.4112 0.1063 0.1291","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_27_00_08_03_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_27_00_08_03_Kangaroo_0.JPG"
"WCAM01_2025-06-27 00:08:05","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/27062025-000805-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/27062025-000805-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/27062025-000805-WCAM01.txt","0 0.1115 0.4001 0.0965 0.1191","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_27_00_08_05_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_27_00_08_05_Kangaroo_0.JPG"
